"transaction_id","date","product","category","quantity","price_per_unit","revenue"
73,2024-01-02,"Круассан","Выпечка",1,120,120
73,2024-01-02,"Война и мир","Книги",1,450,450
73,2024-01-02,"Преступление и наказание","Книги",3,500,1500
74,2024-03-13,"Преступление и наказание","Книги",1,500,500
74,2024-03-13,"Мастер и Маргарита","Книги",1,600,600
75,2024-02-12,"Сырник","Выпечка",1,200,200
75,2024-02-12,"Круассан","Выпечка",2,120,240
75,2024-02-12,"Преступление и наказание","Книги",3,500,1500
76,2024-02-26,"Сырник","Выпечка",1,200,200
76,2024-02-26,"Печенье","Выпечка",1,80,80
76,2024-02-26,"Раф","Кофе",2,280,560
77,2024-01-01,"Американо","Кофе",1,180,180
78,2024-01-27,"Маффин","Выпечка",2,150,300
79,2024-01-18,"Круассан","Выпечка",1,120,120
80,2024-01-02,"Война и мир","Книги",2,450,900
81,2024-03-16,"Круассан","Выпечка",2,120,240
82,2024-03-20,"Сырник","Выпечка",2,200,400
82,2024-03-20,"Американо","Кофе",2,180,360
82,2024-03-20,"Маффин","Выпечка",3,150,450
82,2024-03-20,"Маффин","Выпечка",3,150,450
83,2024-01-18,"Круассан","Выпечка",1,120,120
84,2024-02-20,"Круассан","Выпечка",3,120,360
84,2024-02-20,"Маффин","Выпечка",3,150,450
84,2024-02-20,"Капучино","Кофе",1,220,220
85,2024-01-22,"Маффин","Выпечка",1,150,150
85,2024-01-22,"Круассан","Выпечка",2,120,240
85,2024-01-22,"Печенье","Выпечка",2,80,160
85,2024-01-22,"Круассан","Выпечка",1,120,120
85,2024-01-22,"Война и мир","Книги",1,450,450
86,2024-03-23,"Круассан","Выпечка",2,120,240
87,2024-01-19,"Латте","Кофе",1,250,250
88,2024-02-01,"Преступление и наказание","Книги",2,500,1000
88,2024-02-01,"Капучино","Кофе",1,220,220
89,2024-03-17,"Раф","Кофе",3,280,840
89,2024-03-17,"Сырник","Выпечка",1,200,200
90,2024-01-27,"Капучино","Кофе",3,220,660
90,2024-01-27,"Американо","Кофе",3,180,540
91,2024-01-19,"Сырник","Выпечка",2,200,400
91,2024-01-19,"Мастер и Маргарита","Книги",2,600,1200
91,2024-01-19,"Круассан","Выпечка",2,120,240
91,2024-01-19,"Маффин","Выпечка",3,150,450
92,2024-01-18,"Капучино","Кофе",1,220,220
92,2024-01-18,"Сырник","Выпечка",1,200,200
93,2024-01-22,"Маффин","Выпечка",1,150,150
93,2024-01-22,"Война и мир","Книги",2,450,900
93,2024-01-22,"Маффин","Выпечка",2,150,300
93,2024-01-22,"Капучино","Кофе",2,220,440
93,2024-01-22,"Преступление и наказание","Книги",3,500,1500
94,2024-02-02,"Печенье","Выпечка",2,80,160
94,2024-02-02,"Печенье","Выпечка",1,80,80
94,2024-02-02,"Преступление и наказание","Книги",3,500,1500
95,2024-02-24,"Маффин","Выпечка",2,150,300
95,2024-02-24,"Война и мир","Книги",2,450,900
96,2024-02-14,"Преступление и наказание","Книги",3,500,1500
97,2024-03-30,"Маффин","Выпечка",2,150,300
98,2024-02-24,"Латте","Кофе",1,250,250
98,2024-02-24,"Капучино","Кофе",2,220,440
99,2024-01-29,"Круассан","Выпечка",3,120,360
99,2024-01-29,"Печенье","Выпечка",2,80,160
99,2024-01-29,"Война и мир","Книги",1,450,450
100,2024-01-05,"Сырник","Выпечка",3,200,600
100,2024-01-05,"Капучино","Кофе",2,220,440
101,2024-03-12,"Мастер и Маргарита","Книги",2,600,1200
101,2024-03-12,"Американо","Кофе",1,180,180
101,2024-03-12,"Круассан","Выпечка",2,120,240
101,2024-03-12,"Мастер и Маргарита","Книги",2,600,1200
101,2024-03-12,"Раф","Кофе",3,280,840
102,2024-02-23,"Маффин","Выпечка",3,150,450
103,2024-01-20,"Капучино","Кофе",1,220,220
103,2024-01-20,"Круассан","Выпечка",1,120,120
104,2024-02-24,"Круассан","Выпечка",1,120,120
104,2024-02-24,"Латте","Кофе",3,250,750
105,2024-02-06,"Американо","Кофе",3,180,540
106,2024-03-12,"Печенье","Выпечка",3,80,240
106,2024-03-12,"Круассан","Выпечка",2,120,240
106,2024-03-12,"Капучино","Кофе",1,220,220
107,2024-02-05,"Сырник","Выпечка",3,200,600
107,2024-02-05,"Капучино","Кофе",1,220,220
107,2024-02-05,"Война и мир","Книги",2,450,900
108,2024-01-24,"Сырник","Выпечка",3,200,600
109,2024-03-09,"Американо","Кофе",2,180,360
109,2024-03-09,"Латте","Кофе",3,250,750
109,2024-03-09,"Маффин","Выпечка",3,150,450
110,2024-01-14,"Сырник","Выпечка",2,200,400
110,2024-01-14,"Преступление и наказание","Книги",3,500,1500
111,2024-03-13,"Круассан","Выпечка",3,120,360
111,2024-03-13,"Капучино","Кофе",1,220,220
112,2024-01-09,"Круассан","Выпечка",3,120,360
112,2024-01-09,"Печенье","Выпечка",2,80,160
113,2024-03-05,"Печенье","Выпечка",3,80,240
113,2024-03-05,"Печенье","Выпечка",3,80,240
114,2024-03-03,"Латте","Кофе",2,250,500
115,2024-03-10,"Круассан","Выпечка",1,120,120
115,2024-03-10,"Американо","Кофе",2,180,360
115,2024-03-10,"Маффин","Выпечка",2,150,300
115,2024-03-10,"Капучино","Кофе",1,220,220
115,2024-03-10,"Латте","Кофе",1,250,250
116,2024-03-13,"Круассан","Выпечка",3,120,360
116,2024-03-13,"Круассан","Выпечка",1,120,120
116,2024-03-13,"Мастер и Маргарита","Книги",3,600,1800
117,2024-01-20,"Печенье","Выпечка",1,80,80
117,2024-01-20,"Печенье","Выпечка",2,80,160
117,2024-01-20,"Сырник","Выпечка",1,200,200
118,2024-03-02,"Латте","Кофе",1,250,250
119,2024-01-14,"Латте","Кофе",2,250,500
120,2024-01-31,"Эспрессо","Кофе",1,150,150
120,2024-01-31,"Печенье","Выпечка",1,80,80
120,2024-01-31,"Маффин","Выпечка",3,150,450
121,2024-02-10,"Латте","Кофе",1,250,250
122,2024-01-23,"Круассан","Выпечка",1,120,120
122,2024-01-23,"Маффин","Выпечка",2,150,300
122,2024-01-23,"Печенье","Выпечка",3,80,240
123,2024-01-17,"Печенье","Выпечка",1,80,80
124,2024-01-05,"Маффин","Выпечка",1,150,150
125,2024-03-12,"Маффин","Выпечка",2,150,300
126,2024-01-24,"Мастер и Маргарита","Книги",1,600,600
126,2024-01-24,"Эспрессо","Кофе",3,150,450
127,2024-01-28,"Маффин","Выпечка",1,150,150
127,2024-01-28,"Война и мир","Книги",2,450,900
127,2024-01-28,"Война и мир","Книги",3,450,1350
127,2024-01-28,"Раф","Кофе",2,280,560
128,2024-02-17,"Сырник","Выпечка",1,200,200
128,2024-02-17,"Капучино","Кофе",2,220,440
128,2024-02-17,"Эспрессо","Кофе",1,150,150
129,2024-03-12,"Сырник","Выпечка",1,200,200
129,2024-03-12,"Маффин","Выпечка",1,150,150
129,2024-03-12,"Капучино","Кофе",3,220,660
129,2024-03-12,"Война и мир","Книги",1,450,450
130,2024-01-03,"Круассан","Выпечка",2,120,240
130,2024-01-03,"Преступление и наказание","Книги",1,500,500
130,2024-01-03,"Эспрессо","Кофе",3,150,450
130,2024-01-03,"Война и мир","Книги",3,450,1350
130,2024-01-03,"Война и мир","Книги",1,450,450
131,2024-01-13,"Американо","Кофе",2,180,360
131,2024-01-13,"Раф","Кофе",2,280,560
131,2024-01-13,"Печенье","Выпечка",1,80,80
131,2024-01-13,"Раф","Кофе",2,280,560
132,2024-01-20,"Сырник","Выпечка",3,200,600
133,2024-03-29,"Печенье","Выпечка",1,80,80
133,2024-03-29,"Латте","Кофе",2,250,500
134,2024-02-10,"Круассан","Выпечка",3,120,360
135,2024-01-10,"Сырник","Выпечка",1,200,200
135,2024-01-10,"Сырник","Выпечка",2,200,400
136,2024-01-08,"Латте","Кофе",3,250,750
137,2024-01-06,"Сырник","Выпечка",1,200,200
138,2024-02-21,"Маффин","Выпечка",3,150,450
138,2024-02-21,"Американо","Кофе",2,180,360
138,2024-02-21,"Война и мир","Книги",1,450,450
139,2024-02-08,"Маффин","Выпечка",1,150,150
139,2024-02-08,"Круассан","Выпечка",3,120,360
139,2024-02-08,"Эспрессо","Кофе",2,150,300
139,2024-02-08,"Печенье","Выпечка",2,80,160
139,2024-02-08,"Латте","Кофе",3,250,750
140,2024-02-08,"Печенье","Выпечка",3,80,240
140,2024-02-08,"Сырник","Выпечка",2,200,400
140,2024-02-08,"Эспрессо","Кофе",1,150,150
140,2024-02-08,"Маффин","Выпечка",3,150,450
141,2024-03-13,"Круассан","Выпечка",3,120,360
141,2024-03-13,"Американо","Кофе",2,180,360
141,2024-03-13,"Раф","Кофе",2,280,560
141,2024-03-13,"Преступление и наказание","Книги",3,500,1500
141,2024-03-13,"Латте","Кофе",1,250,250
142,2024-01-30,"Печенье","Выпечка",2,80,160
143,2024-02-29,"Сырник","Выпечка",2,200,400
143,2024-02-29,"Латте","Кофе",2,250,500
143,2024-02-29,"Печенье","Выпечка",1,80,80
143,2024-02-29,"Печенье","Выпечка",3,80,240
143,2024-02-29,"Печенье","Выпечка",1,80,80
144,2024-03-07,"Капучино","Кофе",1,220,220
144,2024-03-07,"Эспрессо","Кофе",1,150,150
144,2024-03-07,"Маффин","Выпечка",1,150,150
145,2024-01-29,"Печенье","Выпечка",3,80,240
145,2024-01-29,"Печенье","Выпечка",2,80,160
146,2024-01-18,"Латте","Кофе",3,250,750
146,2024-01-18,"Круассан","Выпечка",2,120,240
146,2024-01-18,"Печенье","Выпечка",2,80,160
146,2024-01-18,"Эспрессо","Кофе",3,150,450
147,2024-01-17,"Маффин","Выпечка",1,150,150
147,2024-01-17,"Эспрессо","Кофе",1,150,150
147,2024-01-17,"Раф","Кофе",1,280,280
147,2024-01-17,"Преступление и наказание","Книги",1,500,500
148,2024-02-29,"Печенье","Выпечка",2,80,160
148,2024-02-29,"Маффин","Выпечка",3,150,450
149,2024-01-03,"Преступление и наказание","Книги",3,500,1500
149,2024-01-03,"Печенье","Выпечка",1,80,80
149,2024-01-03,"Сырник","Выпечка",3,200,600
149,2024-01-03,"Сырник","Выпечка",1,200,200
150,2024-03-25,"Сырник","Выпечка",1,200,200
150,2024-03-25,"Маффин","Выпечка",1,150,150
151,2024-02-20,"Сырник","Выпечка",1,200,200
151,2024-02-20,"Капучино","Кофе",3,220,660
151,2024-02-20,"Война и мир","Книги",2,450,900
151,2024-02-20,"Американо","Кофе",1,180,180
152,2024-01-15,"Война и мир","Книги",2,450,900
152,2024-01-15,"Американо","Кофе",2,180,360
152,2024-01-15,"Капучино","Кофе",1,220,220
152,2024-01-15,"Мастер и Маргарита","Книги",3,600,1800
153,2024-02-19,"Сырник","Выпечка",2,200,400
153,2024-02-19,"Круассан","Выпечка",3,120,360
153,2024-02-19,"Мастер и Маргарита","Книги",1,600,600
154,2024-03-03,"Печенье","Выпечка",2,80,160
154,2024-03-03,"Печенье","Выпечка",2,80,160
155,2024-01-11,"Круассан","Выпечка",1,120,120
155,2024-01-11,"Раф","Кофе",2,280,560
155,2024-01-11,"Печенье","Выпечка",3,80,240
155,2024-01-11,"Капучино","Кофе",1,220,220
156,2024-01-05,"Преступление и наказание","Книги",1,500,500
157,2024-01-07,"Сырник","Выпечка",1,200,200
157,2024-01-07,"Маффин","Выпечка",2,150,300
158,2024-03-12,"Печенье","Выпечка",2,80,160
158,2024-03-12,"Печенье","Выпечка",2,80,160
158,2024-03-12,"Маффин","Выпечка",3,150,450
158,2024-03-12,"Круассан","Выпечка",3,120,360
159,2024-03-10,"Маффин","Выпечка",2,150,300
160,2024-02-07,"Маффин","Выпечка",1,150,150
160,2024-02-07,"Раф","Кофе",1,280,280
160,2024-02-07,"Печенье","Выпечка",1,80,80
160,2024-02-07,"Круассан","Выпечка",3,120,360
161,2024-02-06,"Печенье","Выпечка",2,80,160
161,2024-02-06,"Раф","Кофе",3,280,840
162,2024-01-15,"Эспрессо","Кофе",2,150,300
162,2024-01-15,"Маффин","Выпечка",3,150,450
162,2024-01-15,"Латте","Кофе",2,250,500
162,2024-01-15,"Печенье","Выпечка",2,80,160
162,2024-01-15,"Печенье","Выпечка",2,80,160
163,2024-02-07,"Сырник","Выпечка",2,200,400
163,2024-02-07,"Мастер и Маргарита","Книги",2,600,1200
163,2024-02-07,"Сырник","Выпечка",3,200,600
163,2024-02-07,"Война и мир","Книги",2,450,900
164,2024-03-09,"Эспрессо","Кофе",1,150,150
164,2024-03-09,"Сырник","Выпечка",3,200,600
164,2024-03-09,"Сырник","Выпечка",2,200,400
164,2024-03-09,"Латте","Кофе",2,250,500
165,2024-02-27,"Маффин","Выпечка",2,150,300
165,2024-02-27,"Преступление и наказание","Книги",2,500,1000
165,2024-02-27,"Круассан","Выпечка",3,120,360
165,2024-02-27,"Латте","Кофе",1,250,250
166,2024-02-17,"Латте","Кофе",3,250,750
166,2024-02-17,"Круассан","Выпечка",1,120,120
166,2024-02-17,"Круассан","Выпечка",2,120,240
167,2024-03-13,"Эспрессо","Кофе",1,150,150
168,2024-01-24,"Эспрессо","Кофе",1,150,150
169,2024-03-27,"Капучино","Кофе",1,220,220
169,2024-03-27,"Война и мир","Книги",1,450,450
169,2024-03-27,"Сырник","Выпечка",2,200,400
170,2024-02-06,"Маффин","Выпечка",1,150,150
171,2024-03-29,"Круассан","Выпечка",3,120,360
171,2024-03-29,"Мастер и Маргарита","Книги",2,600,1200
171,2024-03-29,"Мастер и Маргарита","Книги",2,600,1200
171,2024-03-29,"Война и мир","Книги",3,450,1350
172,2024-01-20,"Латте","Кофе",3,250,750
173,2024-03-23,"Маффин","Выпечка",2,150,300
174,2024-02-09,"Преступление и наказание","Книги",2,500,1000
174,2024-02-09,"Раф","Кофе",1,280,280
174,2024-02-09,"Преступление и наказание","Книги",3,500,1500
174,2024-02-09,"Эспрессо","Кофе",1,150,150
175,2024-01-25,"Печенье","Выпечка",2,80,160
175,2024-01-25,"Круассан","Выпечка",2,120,240
175,2024-01-25,"Мастер и Маргарита","Книги",3,600,1800
175,2024-01-25,"Сырник","Выпечка",1,200,200
176,2024-03-06,"Мастер и Маргарита","Книги",2,600,1200
177,2024-02-28,"Печенье","Выпечка",1,80,80
177,2024-02-28,"Маффин","Выпечка",1,150,150
178,2024-03-08,"Мастер и Маргарита","Книги",3,600,1800
179,2024-01-21,"Печенье","Выпечка",1,80,80
180,2024-02-13,"Эспрессо","Кофе",2,150,300
180,2024-02-13,"Капучино","Кофе",1,220,220
180,2024-02-13,"Маффин","Выпечка",2,150,300
180,2024-02-13,"Круассан","Выпечка",3,120,360
181,2024-02-17,"Маффин","Выпечка",3,150,450
181,2024-02-17,"Мастер и Маргарита","Книги",2,600,1200
181,2024-02-17,"Круассан","Выпечка",1,120,120
182,2024-02-26,"Маффин","Выпечка",2,150,300
182,2024-02-26,"Круассан","Выпечка",3,120,360
183,2024-02-15,"Капучино","Кофе",2,220,440
183,2024-02-15,"Печенье","Выпечка",1,80,80
184,2024-03-15,"Латте","Кофе",3,250,750
185,2024-01-02,"Латте","Кофе",1,250,250
185,2024-01-02,"Война и мир","Книги",3,450,1350
185,2024-01-02,"Преступление и наказание","Книги",3,500,1500
186,2024-03-23,"Капучино","Кофе",3,220,660
186,2024-03-23,"Война и мир","Книги",3,450,1350
186,2024-03-23,"Маффин","Выпечка",1,150,150
186,2024-03-23,"Латте","Кофе",2,250,500
186,2024-03-23,"Сырник","Выпечка",3,200,600
187,2024-01-07,"Раф","Кофе",1,280,280
187,2024-01-07,"Раф","Кофе",3,280,840
187,2024-01-07,"Маффин","Выпечка",1,150,150
187,2024-01-07,"Маффин","Выпечка",2,150,300
187,2024-01-07,"Мастер и Маргарита","Книги",3,600,1800
188,2024-02-04,"Сырник","Выпечка",2,200,400
189,2024-02-08,"Латте","Кофе",2,250,500
189,2024-02-08,"Мастер и Маргарита","Книги",3,600,1800
190,2024-03-29,"Капучино","Кофе",3,220,660
190,2024-03-29,"Маффин","Выпечка",1,150,150
190,2024-03-29,"Преступление и наказание","Книги",2,500,1000
190,2024-03-29,"Круассан","Выпечка",1,120,120
191,2024-03-30,"Мастер и Маргарита","Книги",1,600,600
191,2024-03-30,"Эспрессо","Кофе",2,150,300
192,2024-03-29,"Преступление и наказание","Книги",2,500,1000
192,2024-03-29,"Маффин","Выпечка",2,150,300
192,2024-03-29,"Печенье","Выпечка",2,80,160
192,2024-03-29,"Печенье","Выпечка",2,80,160
192,2024-03-29,"Латте","Кофе",2,250,500
193,2024-01-16,"Маффин","Выпечка",2,150,300
193,2024-01-16,"Круассан","Выпечка",2,120,240
193,2024-01-16,"Круассан","Выпечка",2,120,240
193,2024-01-16,"Преступление и наказание","Книги",2,500,1000
194,2024-01-17,"Печенье","Выпечка",2,80,160
195,2024-02-20,"Маффин","Выпечка",1,150,150
195,2024-02-20,"Преступление и наказание","Книги",1,500,500
195,2024-02-20,"Маффин","Выпечка",2,150,300
195,2024-02-20,"Печенье","Выпечка",2,80,160
196,2024-01-22,"Круассан","Выпечка",2,120,240
196,2024-01-22,"Маффин","Выпечка",2,150,300
